Constellation,min_ra,max_ra,min_dec,max_dec,pad_deg,n_kept,center_ra,center_dec
Aquarius,337.37455844534,360.1662926105,-25.22567545541,-5.942146561089999,2.0,13,350.3827924305308,-15.174699319913845
Aquila,298.87508656395,305.5694998678,10.22828248594,18.03121591396,2.0,3,302.21719590182994,14.485786859260001
Boötes,217.18181310776,225.86896413633,10.430568876630002,18.41839583823,2.0,5,221.330099168766,14.655429498412001
Canis Major,94.41863391959,104.15525376154,-33.17446097694,-26.21548114621,2.0,5,99.077070202018,-29.59200121225
Centaurus,172.95809534775,215.75665384049,-65.58107294228,-35.65066190436,2.0,4,191.70723981252502,-56.60432150829
Cetus,1.70054371773,16.40739313166,-26.2168245949,-11.4040328212,2.0,7,8.65982976275,-20.090335459875714
Columba,84.30444094026,93.52313534713,-36.47619190709,-27.75880719084,2.0,5,88.762815632666,-33.178234089614
Crater,165.11914997514,178.54138002658,-26.873625081550003,-18.78654558686,2.0,3,171.03556462064,-22.602050970543335
Delphinus,301.715549828,316.63433997935,4.0081501709300005,18.43667963416,2.0,13,309.9236164093431,9.23668640037077
Equuleus,313.66796339442004,322.84900470722,0.7661862680099998,13.65709233268,2.0,5,318.279975864236,7.822656823394
Hercules,238.65551503792005,247.76900586799,14.665712537320001,21.50603907129,2.0,4,243.69352981067502,18.359784876527502
Pegasus,321.04921895521,331.50609703274,0.3607487494399999,13.71953993024,2.0,7,325.9034602435971,7.045001492491429
Sagitta,293.58056686898,302.99757331947,14.493700224560001,20.4656697377,2.0,5,298.664515950148,17.145870914321996
Sculptor,349.88919776802004,359.23194377728,-30.13074342707,-23.420618473729995,2.0,4,353.816542551915,-26.9264474069325
Serpens,230.95195606416,242.69247971838,10.72358787733,26.70855818692,2.0,9,236.46202558443116,18.171228949404444
Virgo,224.02622987567003,228.61617635682003,1.00913922704,7.49542755161,2.0,4,226.2904012741975,4.557692739735
Vulpecula,291.3212433353,299.76723062926004,17.66104721715,25.48021369127,2.0,8,296.114072475135,21.36469122771875
