Constellation,min_ra,max_ra,min_dec,max_dec,pad_deg,n_kept,center_ra,center_dec
Cancer,119.26854590933998,131.07251472848998,11.11793654777,22.39002352992,2.0,11,125.86074590785364,16.682823012736364
Canis Major,97.64756523978,113.2782139731,-22.64034391823,-10.39394723614,2.0,15,104.91291807011066,-16.931621465463998
Canis Minor,107.65039511831,122.30777111064,-1.72138103261,6.87991999222,2.0,4,115.42481192285751,2.2933664347725
Centaurus,172.95809534775,215.75665384049,-65.58107294228,-35.65066190436,2.0,4,191.70723981252502,-56.60432150829
Cetus,3.2024340112300003,37.84245415337,-26.2168245949,-4.192893463280001,2.0,8,18.04496602645375,-18.12012199529
Columba,84.30444094026,93.52313534713,-36.47619190709,-27.75880719084,2.0,5,88.762815632666,-33.178234089614
Crater,165.11914997514,178.54138002658,-26.873625081550003,-18.78654558686,2.0,3,171.03556462064,-22.602050970543335
Gemini,105.84601815041,121.02677946323,17.88378998762,29.63792298993,2.0,10,113.264542649454,23.149758044263002
Hydra,129.12968363401,142.91782222665,-0.71984927187,7.83768158291,2.0,12,135.50166622456916,4.2082387032175
Leo,142.23783992071,156.73925214476003,15.705805907920002,29.74128649205,2.0,5,150.10362933186403,23.568583657218
Lepus,72.54354544338,94.80690423108,-28.5851437693,-10.31085940609,2.0,20,83.737577208925,-18.8525166946485
Monoceros,94.74507874022,112.50860432538,-10.97932104961,8.72409104126,2.0,14,104.08584957916501,-0.3693347234564284
Orion,81.2806053554,95.18569879949,-11.04175858024,0.41947074393999983,2.0,8,87.58784876073125,-4.6378853028325
Sculptor,349.88919776802004,359.23194377728,-30.13074342707,-23.420618473729995,2.0,4,353.816542551915,-26.9264474069325
