Constellation,min_ra,max_ra,min_dec,max_dec,pad_deg,n_kept,center_ra,center_dec
Andromeda,-0.6957951899599999,25.56929047864,33.57084765709,50.08223531269,2.0,20,12.4163761190045,41.357753187193495
Aries,25.71623775092,43.07980878095,8.5652382941,21.68715053402,2.0,13,35.44764609779847,14.40091286042077
Auriga,83.86366844636,96.39407979985,40.9809850659,54.48888030578,2.0,8,89.94650370913125,47.95545422285125
Boötes,208.29327458048,232.4521390587,16.911664282910003,34.93375458989,2.0,9,219.24892533096556,25.02170932093889
Camelopardalis,54.50486707641,76.02944308941,50.84109935277,69.20109687138,2.0,7,70.55286940767857,55.57402011537715
Cancer,119.26854590933998,132.17985310897,11.11793654777,21.97107438932,2.0,8,125.9860035872025,16.95925461326375
Canes Venatici,190.17374975862,210.29222105253,26.64826005195,51.68213630008,2.0,11,199.73626312282911,39.95043749156636
Canis Major,91.84855528611,107.14622330444,-22.64034391823,-9.90437479628,2.0,9,100.20737599174224,-16.84796519508667
Cassiopeia,12.62991401447,40.62930148974,59.70615898955,78.71792198823,2.0,21,23.70098638722905,67.32585242652286
Cepheus,308.66531950344,368.46349023864,55.73603546657,75.61179261963001,2.0,8,264.53214768594125,69.27306042276874
Cetus,34.04338567594,42.06560266213,4.11194464553,12.27238653027,2.0,6,38.02181532570167,8.34168548814
Corona Borealis,232.84260630488,247.73552913753,27.85102976643,40.07252852457,2.0,6,240.0237969662883,34.61799824210667
Cygnus,290.81737095996004,323.09468340674,27.33197552649,35.4706985579,2.0,13,305.37567415648925,31.186480562919996
Draco,236.95647329902,270.8488399785,51.80163166547,64.36994181885001,2.0,14,255.87996407267858,57.56540647459071
Gemini,101.53158608173,121.02677946323,17.88378998762,34.51132597938,2.0,15,111.84704671532732,26.891852173788664
Hercules,252.01881777532,273.77622500157,38.51590209031,51.77987860844,2.0,15,263.8883338469313,46.117991527842
Hydra,129.12968363401,142.91782222665,1.8669575634300006,7.83768158291,2.0,5,134.69288665026403,5.17812195702
Lacerta,329.02799617456003,335.45563482111,42.34509956341,52.82357353648,2.0,8,332.21806974024753,46.74665724946375
Leo,145.44476078129,156.73925214476003,15.705805907920002,33.076824502760005,2.0,4,151.85789575263502,24.536847483612505
Leo Minor,146.08981182621,164.09796634215,31.90812043703,39.91438059433,2.0,4,155.9035297156,36.41650219897
Lynx,110.98157798735,146.59065625353998,33.36398733391,56.11908828577,2.0,15,130.33936088494065,44.225452433688
Lyra,273.93352643807003,288.65760935463,26.628971799370003,49.57538799785999,2.0,8,281.3402082950188,38.476003169094994
Monoceros,99.66251230764,123.2441894195,-13.18101647205,-1.49576532746,2.0,8,111.95824190347125,-7.54581465683
Orion,81.2806053554,95.18569879949,-11.04175858024,0.41947074393999983,2.0,7,87.79583680674143,-4.629615626855714
Pegasus,343.17680394874003,359.41446706815003,26.40342399132,36.95229397492,2.0,5,351.09782999836006,31.221294808895998
Perseus,53.59437438044001,64.41223594302,29.65244431484,37.791042068690004,2.0,8,58.0664650497275,33.90937232206
Pisces,9.80728171932,18.9885999223,17.57874245706,33.80412443948,2.0,6,14.787731090915,24.226843175473334
Serpens,227.14929071848,239.21027620896,7.712971843329999,20.46427791957,2.0,5,233.47005544263197,13.956511168212
Taurus,60.29202415441,70.03293814930001,15.27737247117,23.73604224563,2.0,10,66.13332980979399,21.275541799504
Triangulum,28.74139776648,44.608639335540005,29.60766888527,37.6141928755,2.0,8,37.49199141855125,33.103077079718744
Ursa Major,152.46013654023997,185.85734834773,55.03265316489,73.06049458045,2.0,10,167.224569133177,63.39870510365
Ursa Minor,234.01507917363,256.04211265781,73.87761974115,80.96432577552,2.0,5,244.01422556859802,77.41665380319
