Constellation,min_ra,max_ra,min_dec,max_dec,pad_deg,n_kept,center_ra,center_dec
Andromeda,-0.6957951899599999,25.56929047864,29.3910484047,50.08223531269,2.0,25,11.266412852712799,39.340003042503604
Aquarius,315.31698882332,342.74199502802,-6.36815001562,3.37740985144,2.0,9,328.2427712376567,-1.0049244549755558
Aries,38.50365634831,50.05941829715999,24.462376976210003,32.93558166626,2.0,9,44.51254937800999,28.899109108606662
Auriga,83.86366844636,96.39407979985,40.9809850659,57.65671466071,2.0,9,89.88789792039887,48.81114982705778
Boötes,208.29327458048,232.4521390587,16.911664282910003,34.93375458989,2.0,11,219.65052447013366,25.61392343204
Camelopardalis,54.50486707641,76.02944308941,50.84109935277,69.20109687138,2.0,7,70.55286940767857,55.57402011537715
Cancer,118.43219675375,129.4562851076,21.13768635568,29.52968636192,2.0,7,124.45884475206717,25.348747396297146
Canes Venatici,190.17374975862,210.29222105253,26.64826005195,51.68213630008,2.0,12,199.5503385008492,39.84821362737833
Cassiopeia,9.3213236408,27.73378565583,52.95237500068,72.97982930449001,2.0,17,19.257616844345293,63.04153174519
Cepheus,308.66531950344,368.46349023864,55.73603546657,75.61179261963001,2.0,18,280.10657704061504,67.25817042675943
Corona Borealis,232.10902084088,247.73552913753,27.85102976643,40.07252852457,2.0,8,239.1235679012375,34.930899077296246
Cygnus,290.81737095996004,323.09468340674,27.33197552649,35.4706985579,2.0,14,306.27399835841715,31.081134770674286
Delphinus,305.08697406536,316.25571868369,9.30317925159,22.606410049,2.0,11,309.61156989043815,16.262009515269998
Draco,238.24134691408,292.41833251063,56.80101718426999,85.90494422465,2.0,17,271.8618147544247,71.82934111157823
Gemini,101.53158608173,115.84987703145,24.85644205828,34.51132597938,2.0,9,109.08678036424112,29.770813134015555
Hercules,236.87732474792003,273.77622500157,38.51590209031,51.88079899005999,2.0,17,254.58912137786058,47.14045943377705
Lacerta,335.34309870494,346.26882118736,46.68404419023,58.4085089399,2.0,8,341.32728676946124,53.199673305427496
Leo,141.97015278123,156.73925214476003,9.56818939608,33.076824502760005,2.0,8,148.77534706707127,19.87108318567875
Leo Minor,153.7718638017,164.09796634215,31.90812043703,39.57031039846,2.0,4,157.82404270947248,35.74229802544
Lynx,110.98157798735,131.06492255201,33.77871570782,45.26021139868,2.0,10,122.35096591327301,40.135582833075
Lyra,273.93352643807003,288.65760935463,26.628971799370003,49.57538799785999,2.0,10,281.28588950136606,39.74852158548599
Pegasus,321.11269329442,334.71555327242,8.09342881783,32.55292253095,2.0,17,328.50900929871943,20.536024914630005
Perseus,53.59437438044001,64.41223594302,29.65244431484,37.791042068690004,2.0,8,58.0664650497275,33.90937232206
Pisces,5.696322795369999,18.9885999223,14.037603663599999,33.80412443948,2.0,8,13.78475200710375,23.744735486718753
Sagitta,293.58056686898,302.99757331947,14.493700224560001,22.99825519637,2.0,5,298.96576756937003,17.973986248078
Serpens,232.17728774046,239.21027620896,10.72358787733,20.46427791957,2.0,4,235.445367544715,15.606693563177501
Taurus,52.16618361509,72.09479973757,26.70269669626,31.972053707870003,2.0,3,59.86255527217666,29.29958271051
Triangulum,28.74139776648,44.608639335540005,29.60766888527,37.6141928755,2.0,9,37.88240679421778,33.021641474673324
Ursa Major,121.96027524474,147.77866694717,44.90200003078,70.51480864423999,2.0,14,136.0190138019607,54.20880442310572
Ursa Minor,234.01507917363,256.04211265781,73.87761974115,80.96432577552,2.0,5,244.01422556859802,77.41665380319
Virgo,185.29028783413003,228.02681132645,-6.10996104819,7.492694725040001,2.0,3,200.20275717180002,-0.34895079764666637
Vulpecula,292.2776271696,308.83696630458,19.87488314103,27.64825519799,2.0,15,300.66578001015864,23.550248273602
