Constellation,min_ra,max_ra,min_dec,max_dec,pad_deg,n_kept,center_ra,center_dec
Andromeda,-1.81807757877,27.51614585275,36.75429286669,51.42960690068,2.0,29,14.791028138622414,43.299764776308976
Aquila,298.87508656395,305.5694998678,10.22828248594,18.03121591396,2.0,3,302.21719590182994,14.485786859260001
Aries,41.84174677969,52.77050044560001,24.462376976210003,31.1639782455,2.0,9,46.749935871783336,27.45823105393222
Auriga,77.12067679848,100.79236185468,34.07180469486,57.65671466071,2.0,9,90.22333628598444,51.76947531617
Boötes,207.77193168093,222.6649948785,16.911664282910003,40.79400028756,2.0,12,214.51943190898,29.05233094768417
Camelopardalis,50.5004020532,80.66071003633999,50.84109935277,65.59685321767,2.0,16,57.96703290171688,58.19396542598187
Cancer,119.26854590933998,131.07251472848998,11.11793654777,22.39002352992,2.0,11,125.86074590785364,16.682823012736364
Canes Venatici,190.17374975862,210.29222105253,26.64826005195,51.68213630008,2.0,12,199.5503385008492,39.84821362737833
Canis Minor,107.65039511831,122.30777111064,-1.72138103261,6.87991999222,2.0,4,115.42481192285751,2.2933664347725
Cassiopeia,-1.65991606387,17.66532400606,48.96812889649,65.67964981813,2.0,18,6.017327303939999,59.64177756869833
Cepheus,346.6552794657,394.62581064197,69.80712952105,86.60681028679,2.0,16,14.684777371843749,79.5768298055425
Corona Borealis,232.10902084088,247.73552913753,30.3329778027,40.07252852457,2.0,9,240.03130656675108,35.39249844867888
Crater,165.11914997514,178.54138002658,-26.873625081550003,-18.78654558686,2.0,3,171.03556462064,-22.602050970543335
Cygnus,298.87247766983995,325.75814934878,27.71163947148,43.13852864628,2.0,30,309.18078530431495,33.621985471366
Delphinus,301.715549828,316.63433997935,8.47237778092,20.05136033633,2.0,12,309.2983097645541,15.39896971956417
Draco,226.24116891762,292.41833251063,46.76776864368,85.90494422465,2.0,24,252.69831530106333,57.06266684576542
Gemini,99.29166803465,115.84987703145,25.63792298993,35.61430709072,2.0,9,107.55372097127777,32.35943313753778
Hercules,259.6843393356,273.77622500157,39.94669427857001,51.77987860844,2.0,8,266.963263578705,48.7091338072775
Hydra,129.12968363401,142.91782222665,-0.71984927187,7.83768158291,2.0,12,135.50166622456916,4.2082387032175
Lacerta,328.86524792975,346.26882118736,45.09564707460999,58.4085089399,2.0,23,337.45120654196,51.576002157716964
Leo,142.23783992071,156.73925214476003,15.705805907920002,33.076824502760005,2.0,6,149.660484573435,24.819957131475004
Leo Minor,153.7718638017,159.65003578898998,31.90812043703,38.27319736606,2.0,4,156.45412630778998,35.406636095045
Lynx,92.90567921603,118.01737035553002,48.43367672266,62.77777436107,2.0,6,107.17116934488,53.842380101645
Lyra,272.45163416611,290.00139913657995,35.60520976092,49.57538799785999,2.0,13,280.9215785212585,42.85879348987308
Monoceros,95.9813260965,108.08403672109002,-0.5115344852199999,8.72409104126,2.0,6,102.677198531585,4.317956949035
Pegasus,328.81028559786,349.5714608532,24.61095243322,37.43778476687,2.0,15,342.7651605176819,32.06294650626
Perseus,57.31776821277,73.75893157476999,35.54265366483,48.49872278243,2.0,23,65.97102026878174,40.57752284052391
Pisces,12.77733180764,20.5870373987,28.541969892190004,34.45576681518,2.0,3,16.35633945581,31.600620382283335
Sagitta,293.58056686898,302.99757331947,14.493700224560001,20.4656697377,2.0,5,298.664515950148,17.145870914321996
Serpens,230.95195606416,242.69247971838,10.72358787733,26.70855818692,2.0,9,236.46202558443116,18.171228949404444
Taurus,54.20099235354,63.33523408583,20.00832433741,27.68270945074,2.0,23,57.486621768183475,24.212080793360872
Triangulum,34.52133323306,44.608639335540005,27.68699386342,36.58431503205,2.0,20,38.563389327801005,31.725718655078992
Ursa Major,152.46013654023997,207.96723681268003,53.1594951738,73.06049458045,2.0,14,173.22502604965143,61.97127920773287
Ursa Minor,234.01507917363,256.04211265781,73.87761974115,80.96432577552,2.0,4,250.4963481227275,77.7892986800675
Virgo,224.02622987567003,228.61617635682003,1.00913922704,7.49542755161,2.0,4,226.2904012741975,4.557692739735
Vulpecula,291.3212433353,315.59331436367,18.4143707847,30.52197295941,2.0,28,304.19008984145,23.974119643068573
